2022-06-11 21:36:11.486906,427043823982608394,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198, 778709973373812737, 778709940540932106, 779027188791246868, 768818655269617685]"
2022-06-12 00:09:08.443674,427043823982608394,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198, 778709973373812737, 778709940540932106, 779027188791246868, 768818655269617685]"
2022-06-12 01:13:33.793515,244496158049697792,"[174837853778345984, 942424800901599303, 930111883560755250, 778709973373812737, 778709940540932106, 779027188791246868, 768818435228172299]"
2022-06-12 01:33:20.141661,208297423007776768,"[174837853778345984, 942424800901599303, 778709973373812737, 778709940540932106, 779027188791246868, 768818453883650048]"
2022-06-12 23:17:02.663976,521122615281319946,"[174837853778345984, 778709999081619486, 778709973373812737, 866049187778396200, 779027188791246868, 774251888115187723, 768818655269617685]"
2022-06-12 23:20:02.666650,707222256916365362,"[174837853778345984, 925407712861360198, 778709999081619486, 778709973373812737, 778709940540932106, 779027188791246868, 774251896486756372, 768818655269617685, 585529350435242014]"
2022-06-13 05:43:42.502854,376044734252318720,"[174837853778345984, 930111883560755250, 925407712861360198, 778709999081619486, 778709973373812737, 778709940540932106, 779027188791246868, 768818137532465162, 768818453883650048, 779025674253369372, 705434655737905223]"
2022-06-13 05:48:08.047979,873387751603593237,[174837853778345984]
2022-06-13 07:07:22.478935,792216060971319326,"[174837853778345984, 942424800901599303, 925407712861360198]"
2022-06-13 17:27:20.024539,507632388977983489,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198, 778709999081619486, 778709973373812737, 778709940540932106, 779027188791246868, 774251892582645770, 768818655269617685]"
2022-06-13 17:28:46.130884,573517725176037437,[174837853778345984]
2022-06-13 18:14:43.862542,943874049526890556,"[174837853778345984, 942424800901599303]"
2022-06-13 18:36:20.156593,874115689508651029,"[174837853778345984, 942424800901599303, 930111883560755250]"
2022-06-13 21:47:10.475580,521122615281319946,"[174837853778345984, 778709999081619486, 778709973373812737, 866049187778396200, 779027188791246868, 774251888115187723, 768818655269617685]"
2022-06-13 22:24:40.266807,396368505852657669,"[174837853778345984, 778709973373812737, 778709940540932106, 779027188791246868, 768818137532465162, 768818655269617685]"
2022-06-13 22:38:17.000784,739265017551126558,"[174837853778345984, 942424800901599303]"
2022-06-14 01:12:54.565520,181435385660833799,"[174837853778345984, 778709999081619486, 778709973373812737, 778709940540932106, 779027188791246868, 768818137532465162, 768818655269617685, 779025674253369372, 174851151953526785]"
2022-06-14 02:07:18.289880,506166601809264642,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198, 778709999081619486, 778709940540932106, 779027188791246868, 774251892582645770]"
