2022-06-11 02:46:24.105089,984968543630131272,[174837853778345984]
2022-06-11 03:45:31.108576,966086813469016094,[174837853778345984]
2022-06-11 08:06:49.133043,817199760821059665,[174837853778345984]
2022-06-11 10:33:40.162427,957175826909134868,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198]"
2022-06-11 10:33:44.798994,957175826909134868,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198]"
2022-06-11 15:17:35.233073,253064788282703872,[174837853778345984]
2022-06-11 17:01:20.004276,612015298895413268,[174837853778345984]
2022-06-11 23:12:08.090548,376044734252318720,"[174837853778345984, 930111883560755250, 925407712861360198, 778709999081619486, 778709973373812737, 778709940540932106, 779027188791246868, 768818137532465162, 768818453883650048, 779025674253369372, 705434655737905223]"
2022-06-11 23:22:18.754906,856570873447448576,[174837853778345984]
2022-06-11 23:22:33.124252,856570873447448576,[174837853778345984]
2022-06-11 23:22:52.316390,856570873447448576,[174837853778345984]
2022-06-12 01:31:53.942418,543734083239542786,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198, 778709999081619486, 778709973373812737, 778709940540932106, 779027188791246868, 774251888115187723]"
2022-06-12 04:36:57.170456,700944842900897912,[174837853778345984]
2022-06-12 07:13:36.275424,968588815671365633,[174837853778345984]
2022-06-12 08:32:36.879310,774985695759958017,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198]"
2022-06-12 08:49:59.948754,687208365960855583,"[174837853778345984, 942424800901599303, 930111883560755250, 925407712861360198, 778709973373812737, 778709940540932106, 779027188791246868, 768818452214448128]"
2022-06-12 16:50:29.944163,700944842900897912,[174837853778345984]
2022-06-12 21:41:54.342906,871011061942333460,[174837853778345984]
